,index,model-name,model-version,batch-size,latency
522,2,inception,1,16,1.945894479751587
523,3,inception,1,16,1.8990509510040283
524,4,inception,1,16,1.9432330131530762
525,5,inception,1,16,1.9487292766571045
526,6,inception,1,16,1.9578330516815186
527,7,inception,1,16,1.9117636680603027
528,8,inception,1,16,1.926396369934082
529,9,inception,1,16,1.9371321201324463
530,10,inception,1,16,1.9615375995635986
531,11,inception,1,16,2.335735559463501
532,12,inception,1,16,1.9551591873168945
533,13,inception,1,16,1.9404335021972656
534,14,inception,1,16,2.019070625305176
535,15,inception,1,16,2.0201752185821533
536,16,inception,1,16,1.9474613666534424
537,17,inception,1,16,1.9537990093231201
538,18,inception,1,16,1.9692928791046143
539,19,inception,1,16,2.3646392822265625
540,0,inception,2,16,2.1323647499084473
541,1,inception,2,16,1.9560797214508057
542,2,inception,2,16,1.9669466018676758
543,3,inception,2,16,2.3468563556671143
544,4,inception,2,16,1.9583325386047363
545,5,inception,2,16,1.884242057800293
546,6,inception,2,16,1.9100215435028076
547,7,inception,2,16,1.9868144989013672
548,8,inception,2,16,2.065349817276001
549,9,inception,2,16,2.0549490451812744
550,10,inception,2,16,2.038857936859131
551,11,inception,2,16,2.3234076499938965
552,12,inception,2,16,1.9597251415252686
553,13,inception,2,16,1.9060935974121094
554,14,inception,2,16,1.9268038272857666
555,15,inception,2,16,1.9370017051696777
556,16,inception,2,16,1.94862961769104
557,17,inception,2,16,1.9676470756530762
558,18,inception,2,16,1.9692678451538086
559,19,inception,2,16,1.9459164142608643
560,0,xception,1,32,3.9666361808776855
561,1,xception,1,32,3.871751546859741
562,2,xception,1,32,3.9283719062805176
563,3,xception,1,32,4.021891117095947
564,4,xception,1,32,3.945418119430542
565,5,xception,1,32,3.9496893882751465
566,6,xception,1,32,3.8524928092956543
567,7,xception,1,32,3.95908260345459
568,8,xception,1,32,3.892565965652466
569,9,xception,1,32,4.018043518066406
570,10,xception,1,32,4.24272608757019
571,11,xception,1,32,4.18952202796936
572,12,xception,1,32,3.8765900135040283
573,13,xception,1,32,3.8236660957336426
574,14,xception,1,32,4.172363042831421
575,15,xception,1,32,3.7794742584228516
576,16,xception,1,32,3.815531015396118
577,17,xception,1,32,4.085109233856201
578,18,xception,1,32,3.9052629470825195
579,19,xception,1,32,3.8103103637695312
580,0,xception,2,32,4.15829610824585
581,1,xception,2,32,4.123174428939819
582,2,xception,2,32,4.351054668426514
583,3,xception,2,32,4.013327598571777
584,4,xception,2,32,3.934113025665283
585,5,xception,2,32,3.9841372966766357
586,6,xception,2,32,4.2671191692352295
587,7,xception,2,32,3.904742956161499
588,8,xception,2,32,3.9512736797332764
589,9,xception,2,32,3.9564342498779297
590,10,xception,2,32,4.346035480499268
591,11,xception,2,32,3.9833314418792725
592,12,xception,2,32,4.0119788646698
593,13,xception,2,32,4.391207695007324
594,14,xception,2,32,3.916633367538452
595,15,xception,2,32,4.261826276779175
596,16,xception,2,32,4.226885795593262
597,17,xception,2,32,3.9292240142822266
598,18,xception,2,32,4.198553085327148
599,19,xception,2,32,3.955369472503662
600,0,resnet,1,32,3.713094711303711
601,1,resnet,1,32,3.699221134185791
602,2,resnet,1,32,3.716536283493042
603,3,resnet,1,32,3.73496675491333
604,4,resnet,1,32,3.6771435737609863
605,5,resnet,1,32,3.7540173530578613
606,6,resnet,1,32,3.7504212856292725
607,7,resnet,1,32,3.6585519313812256
608,8,resnet,1,32,3.6393704414367676
609,9,resnet,1,32,3.6850314140319824
610,10,resnet,1,32,3.660900831222534
611,11,resnet,1,32,3.6759119033813477
612,12,resnet,1,32,3.684100866317749
613,13,resnet,1,32,3.6621642112731934
