,index,model-name,model-version,batch-size,latency
451,0,xception,2,16,1.8514227867126465
452,1,xception,2,16,1.8374300003051758
453,2,xception,2,16,1.8083972930908203
454,3,xception,2,16,1.8198585510253906
455,4,xception,2,16,1.8152964115142822
456,5,xception,2,16,1.8526549339294434
457,6,xception,2,16,1.8175885677337646
458,7,xception,2,16,1.8127515316009521
459,8,xception,2,16,1.8081846237182617
460,9,xception,2,16,1.7938282489776611
461,10,xception,2,16,1.7922203540802002
462,11,xception,2,16,1.8306021690368652
463,12,xception,2,16,1.8490633964538574
464,13,xception,2,16,1.8475682735443115
465,14,xception,2,16,1.804541826248169
466,15,xception,2,16,1.8036794662475586
467,16,xception,2,16,1.783451795578003
468,17,xception,2,16,1.7925901412963867
469,18,xception,2,16,1.7855818271636963
470,19,xception,2,16,1.863447666168213
471,20,xception,2,16,1.8431510925292969
472,21,xception,2,16,1.7939283847808838
473,22,xception,2,16,1.869532585144043
474,23,xception,2,16,1.7981641292572021
475,24,xception,2,16,1.7880017757415771
476,25,xception,2,16,1.8138365745544434
477,26,xception,2,16,1.914424180984497
478,27,xception,2,16,1.8346242904663086
479,28,xception,2,16,1.802731990814209
480,29,xception,2,16,1.8014869689941406
481,30,xception,2,16,1.7630507946014404
482,31,xception,2,16,1.7722241878509521
483,32,xception,2,16,1.825488805770874
484,33,xception,2,16,1.756188154220581
485,34,xception,2,16,1.7758214473724365
486,35,xception,2,16,1.79002046585083
487,36,xception,2,16,1.870239019393921
488,37,xception,2,16,1.7713074684143066
489,38,xception,2,16,1.7693674564361572
490,39,xception,2,16,1.7733852863311768
491,40,xception,2,16,1.858583927154541
492,41,xception,2,16,1.7619690895080566
493,42,xception,2,16,1.7643404006958008
494,43,xception,2,16,1.7687711715698242
495,44,xception,2,16,1.7665438652038574
496,45,xception,2,16,1.7589080333709717
497,46,xception,2,16,1.7631800174713135
498,47,xception,2,16,1.7631540298461914
499,48,xception,2,16,1.7665908336639404
500,49,xception,2,16,1.7488329410552979
501,50,xception,2,16,1.7744958400726318
502,51,xception,2,16,1.9404959678649902
503,52,xception,2,16,1.7802841663360596
504,53,xception,2,16,1.8419535160064697
505,54,xception,2,16,1.7708806991577148
506,55,xception,2,16,1.7624311447143555
507,56,xception,2,16,1.770308017730713
508,57,xception,2,16,1.7787961959838867
509,58,xception,2,16,1.8404548168182373
510,59,xception,2,16,1.788698673248291
511,60,xception,2,16,1.761991262435913
512,61,xception,2,16,1.7598497867584229
513,62,xception,2,16,1.7547974586486816
514,63,xception,2,16,1.795494794845581
515,64,xception,2,16,1.7818801403045654
516,65,xception,2,16,1.7910704612731934
517,66,xception,2,16,1.781792163848877
518,67,xception,2,16,1.840991497039795
519,68,xception,2,16,1.8680267333984375
520,69,xception,2,16,1.8211126327514648
521,70,xception,2,16,1.807114601135254
522,71,xception,2,16,1.8179600238800049
523,72,xception,2,16,1.8036298751831055
524,73,xception,2,16,1.8123679161071777
525,74,xception,2,16,1.7964487075805664
526,75,xception,2,16,1.8317925930023193
527,76,xception,2,16,1.860396146774292
528,0,inception,1,16,1.8230993747711182
529,1,inception,1,16,1.8104116916656494
530,2,inception,1,16,1.7965002059936523
531,3,inception,1,16,1.7812166213989258
532,4,inception,1,16,1.779754638671875
533,5,inception,1,16,1.8255383968353271
534,6,inception,1,16,1.7808740139007568
535,7,inception,1,16,1.7620904445648193
536,8,inception,1,16,1.7981488704681396
537,9,inception,1,16,1.7912688255310059
538,10,inception,1,16,1.7711942195892334
539,11,inception,1,16,1.790177345275879
540,12,inception,1,16,1.789458990097046
541,13,inception,1,16,1.830481767654419
542,14,inception,1,16,1.759016513824463
543,15,inception,1,16,1.7915356159210205
544,16,inception,1,16,1.7647650241851807
545,17,inception,1,16,1.7761023044586182
546,18,inception,1,16,1.8030400276184082
547,19,inception,1,16,1.7949557304382324
548,20,inception,1,16,1.7966768741607666
549,21,inception,1,16,1.7728605270385742
550,22,inception,1,16,1.7797832489013672
551,23,inception,1,16,1.8075590133666992
552,24,inception,1,16,1.837634563446045
553,25,inception,1,16,1.781193494796753
554,26,inception,1,16,1.8698861598968506
555,27,inception,1,16,1.7775664329528809
556,28,inception,1,16,1.7516489028930664
557,29,inception,1,16,1.780163049697876
558,30,inception,1,16,1.7393429279327393
559,31,inception,1,16,1.8644070625305176
560,32,inception,1,16,1.7490074634552002
561,33,inception,1,16,1.792323350906372
562,34,inception,1,16,1.7741618156433105
563,35,inception,1,16,1.7570726871490479
564,36,inception,1,16,1.794734239578247
565,37,inception,1,16,1.7452912330627441
566,38,inception,1,16,1.7385311126708984
567,39,inception,1,16,1.76511812210083
568,40,inception,1,16,1.8055269718170166
569,41,inception,1,16,1.7613918781280518
570,42,inception,1,16,1.821967363357544
571,43,inception,1,16,1.7544336318969727
572,44,inception,1,16,1.7863845825195312
573,45,inception,1,16,1.7888092994689941
574,46,inception,1,16,1.7447938919067383
575,47,inception,1,16,1.7498843669891357
576,48,inception,1,16,1.740792989730835
577,49,inception,1,16,1.8401098251342773
578,50,inception,1,16,1.790717601776123
579,51,inception,1,16,1.7471239566802979
580,52,inception,1,16,1.7412075996398926
581,53,inception,1,16,1.7737147808074951
582,54,inception,1,16,1.7692334651947021
583,55,inception,1,16,1.7577378749847412
584,56,inception,1,16,1.7563729286193848
585,57,inception,1,16,1.7888519763946533
586,58,inception,1,16,1.7509431838989258
587,59,inception,1,16,1.7607672214508057
588,60,inception,1,16,1.7538621425628662
589,61,inception,1,16,1.802760362625122
590,62,inception,1,16,1.7661144733428955
591,63,inception,1,16,1.7769997119903564
592,64,inception,1,16,1.7778613567352295
593,65,inception,1,16,1.8018264770507812
594,66,inception,1,16,1.8138518333435059
595,67,inception,1,16,1.8362932205200195
596,68,inception,1,16,1.7599966526031494
597,69,inception,1,16,1.8030009269714355
598,70,inception,1,16,1.8113117218017578
599,71,inception,1,16,1.771883249282837
600,72,inception,1,16,1.7722396850585938
601,73,inception,1,16,1.8438022136688232
602,74,inception,1,16,1.7738971710205078
603,75,inception,1,16,1.776900053024292
604,76,inception,1,16,1.7463829517364502
605,77,inception,1,16,1.7602365016937256
606,0,inception,2,16,1.8134145736694336
607,1,inception,2,16,1.7826485633850098
608,2,inception,2,16,1.7673864364624023
609,3,inception,2,16,1.7848360538482666
610,4,inception,2,16,1.7761380672454834
611,5,inception,2,16,1.7642827033996582
612,6,inception,2,16,1.7667536735534668
613,7,inception,2,16,1.764430046081543
614,8,inception,2,16,1.7722179889678955
615,9,inception,2,16,1.7750585079193115
616,10,inception,2,16,1.7589943408966064
617,11,inception,2,16,1.7734975814819336
618,12,inception,2,16,1.8025941848754883
619,13,inception,2,16,1.8066089153289795
620,14,inception,2,16,1.81998610496521
621,15,inception,2,16,1.798893928527832
622,16,inception,2,16,1.796722650527954
623,17,inception,2,16,1.8450007438659668
624,18,inception,2,16,1.8255183696746826
625,19,inception,2,16,1.9439888000488281
626,20,inception,2,16,1.8142685890197754
627,21,inception,2,16,1.8766796588897705
628,22,inception,2,16,1.791475534439087
629,23,inception,2,16,1.7931785583496094
630,24,inception,2,16,1.806708812713623
631,25,inception,2,16,1.8284192085266113
632,26,inception,2,16,1.7565629482269287
633,27,inception,2,16,1.7671754360198975
634,28,inception,2,16,1.7722558975219727
635,29,inception,2,16,1.764451265335083
636,30,inception,2,16,1.7507190704345703
637,31,inception,2,16,1.756622076034546
638,32,inception,2,16,1.7738721370697021
639,33,inception,2,16,1.7594218254089355
640,34,inception,2,16,1.7825665473937988
641,35,inception,2,16,1.8597850799560547
642,36,inception,2,16,1.796015739440918
643,37,inception,2,16,1.7821300029754639
644,38,inception,2,16,1.8093652725219727
645,39,inception,2,16,1.8727281093597412
646,40,inception,2,16,1.8105556964874268
647,41,inception,2,16,1.780616283416748
648,42,inception,2,16,1.7819902896881104
649,43,inception,2,16,1.7555208206176758
650,44,inception,2,16,1.77001953125
651,45,inception,2,16,1.7887561321258545
652,46,inception,2,16,1.778768539428711
653,47,inception,2,16,1.790956974029541
654,48,inception,2,16,1.792656421661377
655,49,inception,2,16,1.8193995952606201
656,50,inception,2,16,1.811784029006958
657,51,inception,2,16,2.016620397567749
658,52,inception,2,16,1.8017988204956055
659,53,inception,2,16,1.8160638809204102
660,54,inception,2,16,1.8032758235931396
661,55,inception,2,16,1.7802705764770508
662,56,inception,2,16,1.8014438152313232
663,57,inception,2,16,1.8540987968444824
664,58,inception,2,16,1.7902336120605469
665,59,inception,2,16,1.7850263118743896
666,60,inception,2,16,1.9166412353515625
667,61,inception,2,16,1.8082196712493896
668,62,inception,2,16,1.7864670753479004
669,63,inception,2,16,1.7730047702789307
670,64,inception,2,16,1.7828094959259033
671,65,inception,2,16,1.7636997699737549
672,66,inception,2,16,1.7645585536956787
673,67,inception,2,16,1.7506449222564697
674,68,inception,2,16,1.785886287689209
675,69,inception,2,16,1.7849922180175781
676,70,inception,2,16,1.7867991924285889
677,71,inception,2,16,1.7980661392211914
678,72,inception,2,16,1.8101983070373535
679,73,inception,2,16,1.9016163349151611
680,74,inception,2,16,1.737809658050537
681,75,inception,2,16,1.820636510848999
682,76,inception,2,16,1.7464470863342285
683,77,inception,2,16,1.7806711196899414
684,0,visformer,1,16,2.0707406997680664
685,1,visformer,1,16,2.066926956176758
686,2,visformer,1,16,2.086810827255249
