client_to_pipeline_latencies,pipeline_to_client_latencies,task_0_model_latencies,task_0_to_task_1_latencies,task_1_model_latencies
0.26517772674560547,0.010015487670898438,0.1093747615814209,0.017566919326782227,0.05686163902282715
0.06997036933898926,0.024524927139282227,0.09384441375732422,0.03818321228027344,0.06247115135192871
0.3892397880554199,0.010859966278076172,0.10435104370117188,0.01664113998413086,0.060370445251464844
0.38138842582702637,0.01481485366821289,0.10136294364929199,0.02063465118408203,0.07386302947998047
0.0644690990447998,0.018303632736206055,0.11535477638244629,0.030249357223510742,0.06348991394042969
0.3791768550872803,0.010813474655151367,0.0981447696685791,0.01954960823059082,0.05919837951660156
0.4812335968017578,0.01024317741394043,0.08427834510803223,0.016996383666992188,0.06283712387084961
0.2722477912902832,0.011127948760986328,0.10796713829040527,0.01745772361755371,0.06422638893127441
0.4920799732208252,0.007665395736694336,0.10306692123413086,0.018163442611694336,0.062319040298461914
0.06889081001281738,0.010576725006103516,0.09646153450012207,0.039350032806396484,0.05726957321166992
0.17003083229064941,0.01194000244140625,0.09333014488220215,0.026013851165771484,0.06062912940979004
0.37948036193847656,0.010366201400756836,0.09906721115112305,0.016434431076049805,0.05617189407348633
0.560405969619751,0.008407115936279297,0.08172106742858887,0.0183560848236084,0.05753827095031738
0.4489765167236328,0.008389472961425781,0.09600496292114258,0.019207239151000977,0.056163787841796875
0.24814701080322266,0.008871078491210938,0.08802151679992676,0.01652979850769043,0.05156135559082031
0.5284240245819092,0.0062596797943115234,0.08954143524169922,0.018718719482421875,0.04619026184082031
0.06090807914733887,0.010995149612426758,0.07822918891906738,0.022769451141357422,0.050269365310668945
0.17045116424560547,0.012084245681762695,0.0894474983215332,0.03274035453796387,0.05943012237548828
0.27653026580810547,0.008350133895874023,0.11062431335449219,0.01918768882751465,0.06034564971923828
0.5129921436309814,0.011133193969726562,0.08415365219116211,0.0160675048828125,0.05015206336975098
0.06895637512207031,0.008519887924194336,0.09235739707946777,0.02424907684326172,0.06692194938659668
0.17305850982666016,0.012418508529663086,0.09700345993041992,0.028258562088012695,0.053985595703125
0.47465991973876953,0.009763479232788086,0.0983130931854248,0.017276287078857422,0.07112240791320801
0.4177279472351074,0.008289337158203125,0.10318636894226074,0.020475149154663086,0.06384873390197754
0.06583142280578613,0.022727251052856445,0.09918427467346191,0.04277849197387695,0.0748283863067627
0.5684604644775391,0.0077936649322509766,0.09795260429382324,0.019472122192382812,0.041365623474121094
0.026348114013671875,0.011549949645996094,0.10091161727905273,0.021016597747802734,0.07681846618652344
0.036405086517333984,0.010004043579101562,0.09311223030090332,0.029129981994628906,0.05844521522521973
0.14578700065612793,0.009086847305297852,0.10028982162475586,0.02579951286315918,0.06150364875793457
0.4407384395599365,0.007311820983886719,0.0964970588684082,0.017605066299438477,0.04687142372131348
0.2498784065246582,0.006926298141479492,0.09776616096496582,0.017144441604614258,0.07311081886291504
0.23936176300048828,0.00774073600769043,0.10266685485839844,0.01994633674621582,0.06667375564575195
0.03197503089904785,0.015250205993652344,0.08462715148925781,0.024890422821044922,0.05901002883911133
0.5204815864562988,0.010397672653198242,0.10114145278930664,0.016577720642089844,0.059268951416015625
0.1374659538269043,0.011063814163208008,0.09725260734558105,0.018208026885986328,0.06250691413879395
0.5022554397583008,0.008336782455444336,0.11550188064575195,0.017104148864746094,0.06424307823181152
0.5399887561798096,0.012356758117675781,0.08496665954589844,0.018152952194213867,0.07676553726196289
0.03985714912414551,0.008665800094604492,0.09279990196228027,0.03493690490722656,0.06727409362792969
0.5348489284515381,0.00863957405090332,0.09227728843688965,0.016430139541625977,0.05498051643371582
0.47013354301452637,0.010998249053955078,0.09790682792663574,0.01970505714416504,0.05703926086425781
0.4468190670013428,0.006222248077392578,0.0884253978729248,0.0178220272064209,0.06672215461730957
0.3665618896484375,0.00666356086730957,0.10106420516967773,0.017011165618896484,0.05631685256958008
0.4506227970123291,0.006776332855224609,0.09770989418029785,0.01625514030456543,0.06213259696960449
0.13831353187561035,0.0070400238037109375,0.10414814949035645,0.02066183090209961,0.0640096664428711
0.5371160507202148,0.010168075561523438,0.09850597381591797,0.01744365692138672,0.06671619415283203
0.4722902774810791,0.009268045425415039,0.10248947143554688,0.018796443939208984,0.05384683609008789
0.2175276279449463,0.009232759475708008,0.08669328689575195,0.01833796501159668,0.052596330642700195
0.13120603561401367,0.013482093811035156,0.1052389144897461,0.016959190368652344,0.060753822326660156
0.136613130569458,0.008124828338623047,0.10725903511047363,0.028586626052856445,0.06422972679138184
0.5751047134399414,0.009857177734375,0.09184050559997559,0.022622346878051758,0.05374455451965332
0.6092698574066162,0.008218050003051758,0.09412503242492676,0.015736103057861328,0.06277608871459961
0.3462352752685547,0.007569313049316406,0.0973660945892334,0.01775074005126953,0.06307268142700195
0.2303473949432373,0.007912397384643555,0.11323404312133789,0.014075279235839844,0.05386757850646973
0.24824762344360352,0.009865283966064453,0.11298203468322754,0.01786017417907715,0.06760215759277344
0.39556169509887695,0.00754857063293457,0.07370138168334961,0.01996588706970215,0.05761432647705078
0.3462984561920166,0.007312774658203125,0.09270930290222168,0.019319534301757812,0.06550383567810059
0.622556209564209,0.009357213973999023,0.09190201759338379,0.015494823455810547,0.047362565994262695
0.2499558925628662,0.00952601432800293,0.09288215637207031,0.018700599670410156,0.061647653579711914
0.6123898029327393,0.010401487350463867,0.0982370376586914,0.018198728561401367,0.05959320068359375
0.5408310890197754,0.007781267166137695,0.11438608169555664,0.021839380264282227,0.0650179386138916
0.1465778350830078,0.0073468685150146484,0.09528779983520508,0.029591083526611328,0.06642532348632812
0.24163055419921875,0.011224746704101562,0.0899801254272461,0.01607227325439453,0.07267403602600098
0.4496002197265625,0.006601810455322266,0.08955121040344238,0.016611576080322266,0.06200766563415527
0.1293330192565918,0.011072874069213867,0.09764981269836426,0.01784539222717285,0.07402586936950684
0.3084909915924072,0.009407997131347656,0.0858001708984375,0.016263484954833984,0.057784080505371094
0.027167558670043945,0.011234521865844727,0.1013484001159668,0.02686452865600586,0.06871533393859863
0.35101962089538574,0.00818324089050293,0.0970160961151123,0.015010833740234375,0.06346321105957031
0.6208622455596924,0.008708000183105469,0.08219671249389648,0.013379335403442383,0.05072593688964844
0.5607953071594238,0.008954763412475586,0.09063029289245605,0.019016742706298828,0.06224560737609863
0.6180424690246582,0.015366315841674805,0.08963966369628906,0.015961647033691406,0.05458426475524902
0.04388594627380371,0.009540796279907227,0.09673810005187988,0.03054070472717285,0.06162881851196289
0.24968934059143066,0.007658720016479492,0.10237312316894531,0.020384788513183594,0.05985713005065918
0.5924184322357178,0.007792472839355469,0.10243010520935059,0.016494035720825195,0.050815582275390625
0.12185263633728027,0.00875544548034668,0.0910792350769043,0.01682901382446289,0.0671541690826416
0.0466008186340332,0.008180379867553711,0.09651851654052734,0.03141975402832031,0.07299351692199707
0.3451991081237793,0.009745359420776367,0.10412907600402832,0.017140626907348633,0.07038378715515137
0.35561370849609375,0.014119625091552734,0.13557124137878418,0.02067875862121582,0.06823325157165527
0.3337595462799072,0.009562253952026367,0.10529160499572754,0.013939857482910156,0.07645630836486816
0.44281864166259766,0.010355949401855469,0.08918642997741699,0.014287710189819336,0.07001233100891113
0.03837251663208008,0.009260892868041992,0.09182333946228027,0.037879228591918945,0.06486320495605469
0.32685375213623047,0.014898300170898438,0.10048770904541016,0.014625787734985352,0.06692385673522949
0.02602982521057129,0.00881052017211914,0.10515975952148438,0.02059006690979004,0.07340383529663086
0.23071599006652832,0.010365962982177734,0.09435462951660156,0.020945310592651367,0.05336904525756836
0.12451815605163574,0.011304140090942383,0.11135196685791016,0.01939988136291504,0.061283111572265625
0.4065854549407959,0.007958412170410156,0.09180641174316406,0.02546977996826172,0.06527948379516602
0.03466510772705078,0.011133432388305664,0.10094809532165527,0.04025626182556152,0.06823587417602539
0.3392913341522217,0.012274503707885742,0.08701372146606445,0.02758002281188965,0.0745995044708252
0.1205134391784668,0.014889240264892578,0.10898256301879883,0.01647329330444336,0.07246136665344238
0.4674508571624756,0.008215188980102539,0.09199905395507812,0.019295215606689453,0.05699491500854492
0.1316971778869629,0.00809621810913086,0.09840869903564453,0.028957605361938477,0.09407567977905273
0.13219547271728516,0.010803699493408203,0.08936572074890137,0.023487329483032227,0.1104288101196289
0.22095417976379395,0.013779163360595703,0.09686160087585449,0.03031754493713379,0.09552407264709473
0.35427284240722656,0.0078051090240478516,0.11193013191223145,0.020403623580932617,0.05856823921203613
0.23215985298156738,0.010554075241088867,0.10349059104919434,0.028144359588623047,0.09683442115783691
0.13358592987060547,0.009433746337890625,0.08959102630615234,0.017719268798828125,0.06277823448181152
0.2381148338317871,0.011942148208618164,0.1199493408203125,0.030025243759155273,0.05301952362060547
0.03570413589477539,0.016225814819335938,0.0977334976196289,0.03696107864379883,0.08535385131835938
0.3260641098022461,0.006855487823486328,0.10866689682006836,0.022275209426879883,0.06610965728759766
0.030361652374267578,0.009458065032958984,0.09187030792236328,0.025264501571655273,0.06708669662475586
0.21770429611206055,0.01070857048034668,0.0986180305480957,0.019512653350830078,0.06259965896606445
0.33291029930114746,0.011814355850219727,0.09664750099182129,0.021846771240234375,0.059938669204711914
0.02789902687072754,0.013284444808959961,0.0900411605834961,0.025295257568359375,0.05863761901855469
0.23043346405029297,0.008025884628295898,0.09700489044189453,0.018383264541625977,0.056992530822753906
0.498964786529541,0.009209871292114258,0.08710861206054688,0.016796350479125977,0.05457258224487305
0.031177043914794922,0.010596036911010742,0.1000511646270752,0.04017448425292969,0.09130167961120605
0.03509092330932617,0.008175373077392578,0.09301352500915527,0.03856468200683594,0.06267189979553223
0.4197196960449219,0.006280422210693359,0.10311174392700195,0.01577591896057129,0.06389522552490234
0.22814369201660156,0.008205413818359375,0.09828543663024902,0.021816730499267578,0.053902387619018555
0.036391496658325195,0.014435291290283203,0.09290122985839844,0.03640341758728027,0.06678199768066406
0.12343049049377441,0.01005697250366211,0.10151362419128418,0.025140762329101562,0.06691193580627441
0.430652379989624,0.007432699203491211,0.09758162498474121,0.017804384231567383,0.0652468204498291
0.13668608665466309,0.012384176254272461,0.10107135772705078,0.026728391647338867,0.062322378158569336
0.5162975788116455,0.013336181640625,0.08993840217590332,0.014908552169799805,0.038971662521362305
0.3204493522644043,0.009406089782714844,0.08232331275939941,0.01418304443359375,0.061357736587524414
0.5288913249969482,0.009859800338745117,0.09563469886779785,0.017718076705932617,0.056778669357299805
0.5580716133117676,0.00875234603881836,0.09026646614074707,0.018732070922851562,0.03925204277038574
0.2238175868988037,0.01018977165222168,0.09636330604553223,0.016505718231201172,0.07324981689453125
0.522554874420166,0.008615493774414062,0.09550213813781738,0.013926267623901367,0.05214810371398926
0.5067577362060547,0.014379739761352539,0.09178948402404785,0.016352176666259766,0.04322671890258789
0.5189859867095947,0.008378744125366211,0.0920107364654541,0.02883744239807129,0.0508570671081543
0.40227341651916504,0.011255741119384766,0.08864545822143555,0.014748096466064453,0.05734395980834961
0.42297911643981934,0.008133888244628906,0.09919524192810059,0.018970012664794922,0.05348825454711914
0.12506747245788574,0.009644508361816406,0.09689927101135254,0.02434372901916504,0.08278846740722656
0.4320862293243408,0.009575843811035156,0.08811497688293457,0.01476907730102539,0.06148958206176758
0.41681742668151855,0.01237344741821289,0.08727860450744629,0.01978754997253418,0.10693788528442383
0.31082868576049805,0.008930444717407227,0.0945425033569336,0.02678680419921875,0.044179677963256836
0.31961703300476074,0.009584188461303711,0.09583330154418945,0.022312402725219727,0.05951046943664551
0.03558063507080078,0.012884140014648438,0.08523035049438477,0.0228579044342041,0.06667208671569824
0.5185551643371582,0.009402036666870117,0.09908795356750488,0.016492128372192383,0.09071660041809082
0.026607751846313477,0.01269674301147461,0.09980225563049316,0.029319047927856445,0.05748558044433594
0.6250824928283691,0.007850408554077148,0.09478211402893066,0.018623828887939453,0.041971683502197266
0.39061450958251953,0.00800323486328125,0.08647394180297852,0.01972198486328125,0.05803227424621582
0.4382474422454834,0.006493091583251953,0.09190535545349121,0.016164302825927734,0.05662369728088379
0.5787558555603027,0.007563114166259766,0.08754992485046387,0.014981508255004883,0.05289745330810547
0.34969186782836914,0.012029170989990234,0.09955406188964844,0.018289566040039062,0.059607744216918945
0.12895464897155762,0.012267589569091797,0.11935114860534668,0.022310256958007812,0.058921098709106445
0.5770061016082764,0.006160259246826172,0.09314322471618652,0.019048213958740234,0.04247879981994629
0.5513956546783447,0.008013486862182617,0.0987401008605957,0.017258882522583008,0.04996991157531738
0.13771772384643555,0.008065462112426758,0.10355758666992188,0.017409801483154297,0.05577850341796875
0.03184247016906738,0.015465974807739258,0.11391615867614746,0.032755374908447266,0.06068706512451172
0.11956787109375,0.007840871810913086,0.10382938385009766,0.016482114791870117,0.06304693222045898
0.5164871215820312,0.006044626235961914,0.08701753616333008,0.015127897262573242,0.05634903907775879
0.22080206871032715,0.01021718978881836,0.0928802490234375,0.01907038688659668,0.06209588050842285
0.4252645969390869,0.01077580451965332,0.09207010269165039,0.022954463958740234,0.05936431884765625
0.12384319305419922,0.00946187973022461,0.09434843063354492,0.017844200134277344,0.058447837829589844
0.34624171257019043,0.0074672698974609375,0.08895325660705566,0.02253580093383789,0.05388832092285156
0.49523496627807617,0.009104728698730469,0.09232211112976074,0.017602920532226562,0.06202054023742676
0.22527861595153809,0.010189056396484375,0.09887552261352539,0.016048908233642578,0.05760478973388672
0.25688624382019043,0.01107025146484375,0.1278531551361084,0.015229463577270508,0.05265951156616211
0.452284574508667,0.008748531341552734,0.0998072624206543,0.018647193908691406,0.06037306785583496
0.22977232933044434,0.007276773452758789,0.09000945091247559,0.0181119441986084,0.05102276802062988
0.4821653366088867,0.008215665817260742,0.09215927124023438,0.01699376106262207,0.05922818183898926
0.4214301109313965,0.008069038391113281,0.0940694808959961,0.017693758010864258,0.06343650817871094
0.02993941307067871,0.01099395751953125,0.09519767761230469,0.03200984001159668,0.07788467407226562
0.14966368675231934,0.01189565658569336,0.09541201591491699,0.04268360137939453,0.06919360160827637
0.043007850646972656,0.011209487915039062,0.10267376899719238,0.0346827507019043,0.06347942352294922
0.22795319557189941,0.010007143020629883,0.08897995948791504,0.022643327713012695,0.07556796073913574
0.13757038116455078,0.012494325637817383,0.08873224258422852,0.01822805404663086,0.07567000389099121
0.3565096855163574,0.013053417205810547,0.08858251571655273,0.016875028610229492,0.054110050201416016
0.5434584617614746,0.006421566009521484,0.07860493659973145,0.017493486404418945,0.056914567947387695
0.32265281677246094,0.010672569274902344,0.09546399116516113,0.023760557174682617,0.05072665214538574
0.5045263767242432,0.011632204055786133,0.07651877403259277,0.019546031951904297,0.05411863327026367
0.023576974868774414,0.017427682876586914,0.0912318229675293,0.02647852897644043,0.05874443054199219
0.3206601142883301,0.007359027862548828,0.09623956680297852,0.016774654388427734,0.06461715698242188
0.3196561336517334,0.010840177536010742,0.09269118309020996,0.016132831573486328,0.05904388427734375
0.41508007049560547,0.00719141960144043,0.08524417877197266,0.02010488510131836,0.04753398895263672
0.24350857734680176,0.025979995727539062,0.10327816009521484,0.022421836853027344,0.06473135948181152
0.3256094455718994,0.012376785278320312,0.09585928916931152,0.02106332778930664,0.07602190971374512
0.2436058521270752,0.010973453521728516,0.10031700134277344,0.016477108001708984,0.05344223976135254
0.1300668716430664,0.009587764739990234,0.09658145904541016,0.021171092987060547,0.05471491813659668
0.5959820747375488,0.011246919631958008,0.08782172203063965,0.015559196472167969,0.04674863815307617
0.647653341293335,0.013656139373779297,0.09609746932983398,0.017579078674316406,0.0496821403503418
0.0385284423828125,0.010377168655395508,0.09890198707580566,0.025841236114501953,0.058851003646850586
0.525468111038208,0.006923198699951172,0.09247994422912598,0.01782536506652832,0.05228137969970703
0.5333981513977051,0.0069615840911865234,0.08401107788085938,0.015424489974975586,0.05599546432495117
0.04227256774902344,0.01488494873046875,0.0925145149230957,0.031046390533447266,0.1139674186706543
0.415740966796875,0.008569717407226562,0.0915069580078125,0.018182039260864258,0.05814170837402344
0.44669055938720703,0.007707118988037109,0.09077167510986328,0.015707015991210938,0.06777501106262207
0.5846138000488281,0.009359598159790039,0.09865999221801758,0.018833160400390625,0.07245039939880371
0.1489863395690918,0.009338855743408203,0.09196877479553223,0.022185564041137695,0.060300588607788086
0.24680876731872559,0.0068280696868896484,0.0997920036315918,0.01925182342529297,0.04332590103149414
0.026218414306640625,0.014748573303222656,0.07680869102478027,0.020404577255249023,0.07629084587097168
0.40544986724853516,0.006439685821533203,0.10125565528869629,0.0208587646484375,0.05848836898803711
0.20624470710754395,0.011496782302856445,0.08503508567810059,0.014956235885620117,0.0570526123046875
0.19558453559875488,0.020916223526000977,0.09961414337158203,0.02014756202697754,0.11572098731994629
0.2037515640258789,0.011378288269042969,0.08947944641113281,0.016960620880126953,0.05248069763183594
0.295259952545166,0.014889001846313477,0.10077977180480957,0.021950244903564453,0.060769081115722656
0.37746334075927734,0.017060279846191406,0.0956869125366211,0.020554780960083008,0.05319356918334961
0.3694572448730469,0.01118326187133789,0.08827757835388184,0.02492666244506836,0.07170248031616211
0.13416814804077148,0.01277470588684082,0.1182105541229248,0.0262601375579834,0.14264178276062012
0.3444395065307617,0.008019208908081055,0.08996796607971191,0.016808032989501953,0.05581498146057129
0.11414694786071777,0.010077714920043945,0.09140825271606445,0.01928234100341797,0.06377887725830078
0.1278688907623291,0.0064890384674072266,0.09943199157714844,0.014901161193847656,0.05780792236328125
0.2324070930480957,0.012447595596313477,0.10886621475219727,0.01764822006225586,0.055999040603637695
0.5202946662902832,0.01530766487121582,0.08810687065124512,0.020029544830322266,0.04757881164550781
0.4432523250579834,0.005136013031005859,0.13114118576049805,0.016756057739257812,0.04825711250305176
0.36897969245910645,0.007890462875366211,0.09499001502990723,0.02077174186706543,0.053557395935058594
0.39835071563720703,0.007768154144287109,0.10960078239440918,0.02095651626586914,0.07349014282226562
0.4336357116699219,0.008831262588500977,0.08802247047424316,0.016726016998291016,0.04863882064819336
0.46818065643310547,0.008327722549438477,0.09753680229187012,0.016713619232177734,0.07121825218200684
0.5011160373687744,0.005507946014404297,0.0859837532043457,0.012697458267211914,0.05405712127685547
0.11767387390136719,0.007959842681884766,0.08678483963012695,0.018955230712890625,0.05446219444274902
0.22534680366516113,0.01026773452758789,0.08593440055847168,0.015672683715820312,0.06000804901123047
0.48452019691467285,0.011449575424194336,0.09254837036132812,0.012497186660766602,0.06608986854553223
0.29561877250671387,0.013327360153198242,0.10896754264831543,0.027600765228271484,0.08140230178833008
0.3401069641113281,0.00965738296508789,0.09668803215026855,0.016089916229248047,0.05022549629211426
0.2632639408111572,0.010878562927246094,0.11179542541503906,0.04416465759277344,0.06376218795776367
0.5020482540130615,0.007660627365112305,0.10430765151977539,0.014493227005004883,0.046610116958618164
0.03192496299743652,0.014917612075805664,0.08459663391113281,0.02295708656311035,0.060407400131225586
0.19976091384887695,0.010607481002807617,0.09449148178100586,0.01983785629272461,0.06395363807678223
0.28641796112060547,0.010599374771118164,0.08844709396362305,0.015061378479003906,0.061577796936035156
0.29118990898132324,0.009928226470947266,0.07960963249206543,0.0158541202545166,0.05369734764099121
0.03514361381530762,0.010723590850830078,0.0875399112701416,0.031826019287109375,0.07274723052978516
0.022267580032348633,0.012586355209350586,0.09644818305969238,0.021602630615234375,0.06742429733276367
0.11326336860656738,0.009754419326782227,0.08891582489013672,0.020929336547851562,0.06667208671569824
0.5050680637359619,0.009446382522583008,0.09769010543823242,0.014781475067138672,0.036322832107543945
0.031462907791137695,0.009736776351928711,0.09837555885314941,0.031062841415405273,0.07289814949035645
0.09781455993652344,0.011520147323608398,0.0931093692779541,0.02184319496154785,0.06899023056030273
0.40166783332824707,0.006331205368041992,0.09630298614501953,0.019315481185913086,0.05772042274475098
0.12808585166931152,0.00641179084777832,0.09915304183959961,0.02226424217224121,0.05180788040161133
0.033238887786865234,0.009882450103759766,0.10446667671203613,0.029196739196777344,0.0589144229888916
0.2983570098876953,0.012736082077026367,0.10353446006774902,0.02235722541809082,0.08358597755432129
0.02020430564880371,0.009914875030517578,0.10785841941833496,0.025812387466430664,0.06425023078918457
0.12268400192260742,0.013067960739135742,0.16742706298828125,0.02044510841369629,0.05542707443237305
0.029814958572387695,0.012394905090332031,0.0850977897644043,0.027154922485351562,0.06556463241577148
0.4851491451263428,0.0069828033447265625,0.09704256057739258,0.012902498245239258,0.04545283317565918
0.3102908134460449,0.01670694351196289,0.08845853805541992,0.02228522300720215,0.06433916091918945
0.3958420753479004,0.0076138973236083984,0.10109925270080566,0.018728971481323242,0.04233980178833008
0.2290797233581543,0.011186838150024414,0.11199641227722168,0.0241854190826416,0.0647130012512207
0.1311354637145996,0.011959314346313477,0.10562443733215332,0.01601576805114746,0.06166529655456543
0.4221017360687256,0.011280298233032227,0.08704853057861328,0.026270389556884766,0.0655679702758789
0.4072103500366211,0.010360240936279297,0.11741852760314941,0.020011186599731445,0.05752730369567871
0.3423335552215576,0.006461620330810547,0.0889594554901123,0.015765666961669922,0.05461835861206055
0.2445523738861084,0.009075641632080078,0.11113572120666504,0.02941441535949707,0.08467626571655273
0.04960942268371582,0.023874998092651367,0.10801148414611816,0.0312962532043457,0.10042047500610352
0.42345476150512695,0.013826370239257812,0.09569001197814941,0.027181625366210938,0.05965113639831543
0.41121625900268555,0.015793800354003906,0.10318803787231445,0.029549598693847656,0.06163644790649414
0.3349161148071289,0.009398698806762695,0.0915212631225586,0.016083717346191406,0.06206560134887695
